date;url;title;description;image_url;seller
12-10-2025;https://www.amazon.com.br/DEVOCIONAL-QUARTO-GUERRA-ISABELLE-ALVES/dp/6527701489/ref=sr_1_1_sspa?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dib=eyJ2IjoiMSJ9.umGIAfPP_Kb17ce19lz_ZrTPPih25LaNSjA5XTaDPSLrOlYIWY3DaX-nVPvcX2eEqxS2C_ui13j2JbXsJYk5LH8i6CACN3oq1ndqlgNgDf9rUB0h33u5W9JQ2hSAbuevBrHZ8tPmLpF9qmtm5WwfQS23aSLlAeVvyndzEwvIizlyK0FOCzMhTdQoHeVObFl3lIi4GZ4TqM6rOdv86KVDQ16dX-yXqF7E688jY8MPfYxu4hQyJDE6Fqdgsfkbnu7Q6qtYYhlu8K4mIc4MaJIPuyTO1jJqvW5n6dLk_3j1i9I.-sj2ZGR83AhNUIGaNAESTW_-Bwo9nT4xu3LLWICkQ3w&dib_tag=se&keywords=Livro&qid=1760305944&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1;DEVOCIONAL QUARTO DE GUERRA;Enviado porMasterBook LivrariasVendido porMasterBook LivrariasDevoluçãoElegível para Devolução ou Reembolso em até 7 dias após o recebimentoPagamentoTransação segura;https://m.media-amazon.com/images/I/61u2XncS-VL._SY342_.jpg;MasterBook Livrarias
